Overall,variable,model_name
100,Opti_X1326.12,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
75.224,Opti_X1206.615,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
69.199,Opti_X1202.76,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
45.825,Opti_X1229.745,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
28.249,Opti_X1542,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
27.479,Opti_X1356.96,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
26.895,Opti_X1114.095,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
24.022,Opti_X1353.105,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
11.257,Opti_X1349.25,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
6.301,Opti_X1538.145,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
4.642,Opti_X1110.24,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.562,Opti_X1360.815,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.154,CALVING_NOHeifer,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.132,Opti_X4128.705,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.1,Opti_X4502.64,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.077,Opti_X4668.405,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.028,Opti_X3330.72,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.022,Opti_X1345.395,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
0.021,Opti_X3130.26,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_1060
100,Opti_X1206.615,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
69.357,Opti_X1322.265,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
62.789,Opti_X1229.745,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
55.443,Opti_X1326.12,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
50.51,Opti_X1202.76,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
42.539,Opti_X1225.89,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
13.888,Opti_X1538.145,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
12.455,Opti_X1114.095,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
12.063,Opti_X1542,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
11.659,Opti_X1110.24,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
10.331,Opti_X1329.975,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
9.025,Opti_X975.315,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
7.656,Opti_X1106.385,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
7.436,Opti_X1198.905,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
5.232,Opti_X1353.105,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
5.141,Opti_X1060.125,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
4.362,Opti_X1349.25,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
4.271,Opti_X1102.53,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
4.229,Opti_X979.17,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
3.425,Opti_X1345.395,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
3.146,Opti_X1056.27,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
2.77,Opti_X1356.96,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
1.576,Opti_X971.46,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
1.265,Opti_X1545.855,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
1.061,Opti_X1341.54,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
0.276,Opti_X1333.83,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
0.112,CALVING_NOHeifer,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
0.066,Opti_X1063.98,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
0.027,Opti_X1052.415,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
0.006,Opti_X1033.14,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
0.001,MILK_YIELD,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
0,DIM,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.No_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9660_216
100,Opti_X1206.615,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
93.174,Opti_X1326.12,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
72.635,Opti_X1202.76,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
32.462,Opti_X1538.145,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
28.973,Opti_X1542,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
21.976,Opti_X1353.105,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
20.63,Opti_X1114.095,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
19.192,Opti_X1356.96,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
16.742,Opti_X1349.25,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
9.338,Opti_X1229.745,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
7.804,Opti_X4502.64,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
5.404,Opti_X4375.425,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
5.124,Opti_X2328.42,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
4.836,Opti_X1345.395,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
4.779,Opti_X4533.48,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
1.928,Opti_X4159.545,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
1.592,Opti_X4394.7,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
1.218,Opti_X2031.585,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.704,Opti_X4583.595,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.449,Opti_X4136.415,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.275,Opti_X4579.74,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.17,CALVING_NOHeifer,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.111,Opti_X4961.385,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.036,Opti_X2027.73,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.033,Opti_X1669.215,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
0.001,Opti_X4957.53,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_AllWN_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_1061
100,Opti_X1206.615,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
95.749,Opti_X1784.865,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
66.211,Opti_X1229.745,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
55.272,Opti_X1322.265,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
43.398,Opti_X1202.76,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
42.803,Opti_X1326.12,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
36.56,Opti_X1225.89,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
27.73,Opti_X1210.47,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
23.034,Opti_X1329.975,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
22.964,Opti_X1788.72,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
16.838,Opti_X1333.83,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
16.164,Opti_X1538.145,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
15.964,Opti_X959.895,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
15.734,Opti_X1102.53,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
15.504,Opti_X1233.6,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
15.315,Opti_X1337.685,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
15.183,Opti_X1341.54,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
14.508,Opti_X1345.395,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
14.082,Opti_X1198.905,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
13.43,Opti_X1349.25,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
12.77,Opti_X1353.105,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
12.561,Opti_X1356.96,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
11.651,Opti_X1106.385,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
11.191,Opti_X1360.815,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
10.879,Opti_X1542,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
10.871,Opti_X1110.24,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
10.846,Opti_X1033.14,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
10.518,Opti_X1800.285,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
10.321,Opti_X1114.095,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
9.066,Opti_X979.17,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
8.771,Opti_X975.315,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
7.962,Opti_X1222.035,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
7.741,Opti_X1395.51,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
7.498,Opti_X1364.67,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
7.271,Opti_X1029.285,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
6.075,Opti_X1098.675,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
5.264,Opti_X971.46,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
4.958,Opti_X1195.05,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
4.742,Opti_X1545.855,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
4.222,Opti_X1056.27,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
4.129,Opti_X1060.125,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
4.105,Opti_X983.025,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
3.879,Opti_X1484.175,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
3.801,Opti_X1052.415,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
3.529,Opti_X2918.235,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
3.471,Opti_X1117.95,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
2.963,Opti_X1368.525,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
2.939,Opti_X1534.29,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
2.558,Opti_X1063.98,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
2.296,Opti_X1549.71,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
1.725,Opti_X1048.56,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
1.633,Opti_X1488.03,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
1.555,Opti_X1734.75,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
1.496,Opti_X1191.195,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
1.431,Opti_X1480.32,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
1.403,Opti_X1553.565,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
1.199,Opti_X1565.13,BHBA_IR_FD.EMR_EMR.STAND_Cow.Yes_Breed.No_MilkME.Yes_EMR212_incl.HighCorr_noFeatExt_SMOTE200_pp.cs_GLMNET_9442_217
